SD initialization failed!
Is there an SD card inserted?
12920 29293104 97 21.75 3039270 21.97
12921 29294089 51 15.86 3039276 21.76
12922 29297638 92 21.32 3039282 21.65
12923 29302674 101 22.08 3039288 21.76
12924 29303837 97 21.75 3039294 21.76
12925 29305012 186 31.68 3039300 21.97
12926 29306362 177 30.25 3039306 21.65
12927 29306516 56 16.76 3039312 21.97
12928 29310771 89 21.05 3039318 21.97
12929 29311406 135 24.92 3039324 21.97
12930 29313246 79 20.03 3039330 21.54
12931 29313454 177 30.25 3039336 21.97
12932 29317470 236 40.44 3039342 21.97
12933 29318312 364 71.71 3039348 21.76
12934 29320723 147 26.19 3039354 21.97
12935 29322625 291 50.97 3039360 21.97
12936 29324786 70 18.93 3039366 21.97
12937 29326908 236 40.44 3039372 21.87
12938 29327439 85 20.67 3039378 21.54
12939 29328337 56 16.76 3039384 21.54
12940 29330432 71 19.06 3039390 21.76
12941 29331647 294 51.51 3039396 21.97
12942 29332144 192 32.67 3039402 21.97
12943 29333096 120 23.58 3039408 21.97
12944 29334666 448 112.41 3039414 21.76
12945 29339308 51 15.86 3039420 21.97
12946 29340594 58 17.10 3039426 21.97
12947 29341062 440 109.25 3039432 21.97
12948 29342280 120 23.58 3039438 21.97
12949 29343216 255 43.96 3039444 21.65
12950 29347811 159 27.66 3039450 21.87
12951 29352430 88 20.96 3039456 22.19
12952 29353024 71 19.06 3039462 21.97
12953 29354918 96 21.67 3039468 21.65
12954 29354984 96 21.67 3039474 21.76
12955 29356861 131 24.54 3039480 21.97
12956 29365070 159 27.66 3039486 21.54
12957 29365121 51 15.86 3039492 21.76
12958 29366044 76 19.69 3039498 21.97
12959 29368327 184 31.36 3039504 21.97
12960 29369820 66 18.36 3039510 21.76
12961 29370105 300 52.79 3039516 21.65
12962 29373646 85 20.67 3039522 21.76
12963 29375133 240 41.21 3039528 21.97
12964 29375163 193 32.84 3039534 21.54
12965 29377172 339 62.98 3039540 21.65
12966 29378152 62 17.75 3039546 21.97
12967 29382063 51 15.86 3039552 21.97
12968 29382539 71 19.06 3039558 21.87
12969 29382558 63 17.91 3039564 21.65
12970 29385516 348 65.64 3039570 21.97
12971 29386025 185 31.51 3039576 21.76
12972 29389200 280 48.67 3039582 21.97
12973 29391771 71 19.06 3039588 22.19
12974 29392338 83 20.46 3039594 21.76
12975 29393285 306 54.23 3039600 21.76
12976 29393387 77 19.81 3039606 21.87
12977 29402490 110 22.78 3039612 21.97
12978 29402900 153 26.90 3039618 21.65
12979 29403699 519 154.30 3039624 21.76
12980 29405106 49 15.48 3039630 21.97
12981 29406153 83 20.46 3039636 21.97
12982 29406854 199 33.86 3039642 21.97
12983 29406867 92 21.32 3039648 21.97
12984 29410569 57 16.93 3039654 21.87
12985 29413395 117 23.34 3039660 21.87
12986 29414253 284 49.41 3039666 21.65
12987 29414735 353 67.64 3039672 21.65
12988 29415168 103 22.23 3039678 21.97
12989 29415523 88 20.96 3039684 21.76
12990 29415698 67 18.51 3039690 21.97
12991 29416241 127 24.18 3039696 21.87
12992 29416698 71 19.06 3039702 21.97
12993 29416809 102 22.15 3039708 21.87
12994 29417009 50 15.67 3039714 21.97
12995 29418983 127 24.18 3039720 21.87
12996 29419082 60 17.43 3039726 21.87
12997 29420882 444 109.09 3039732 21.97
12998 29421685 66 18.36 3039738 21.76
12999 29423520 179 30.55 3039744 21.87
13000 29423734 51 15.86 3039750 21.87
13001 29427164 57 16.93 3039756 21.97
13002 29427452 192 32.67 3039762 21.97
13003 29428671 504 143.61 3039768 21.87
13004 29429329 135 24.92 3039774 21.97
13005 29429898 81 20.25 3039780 21.44
13006 29431032 177 30.25 3039786 21.76
13007 29435795 49 15.48 3039792 21.87
13008 29436705 63 17.91 3039798 21.76
13009 29443233 167 28.76 3039804 21.76
13010 29444139 135 24.92 3039810 21.87
13011 29444215 69 18.79 3039816 21.76
13012 29447614 259 44.69 3039822 21.97
13013 29447816 165 28.48 3039828 21.87
13014 29450485 472 125.87 3039834 21.65
13015 29451324 150 26.54 3039840 21.76
13016 29452873 84 20.57 3039846 21.97
13017 29453151 67 18.51 3039852 21.76
13018 29458069 359 69.86 3039858 21.65
13019 29459407 96 21.67 3039864 21.87
13020 29468035 108 22.63 3039870 21.76
13021 29471192 133 24.73 3039876 21.65
13022 29473285 102 22.15 3039882 21.65
13023 29478210 195 33.17 3039888 21.97
13024 29479552 131 24.54 3039894 21.97
13025 29480875 78 19.92 3039900 21.76
13026 29481562 108 22.63 3039906 21.76
13027 29482586 97 21.75 3039912 21.76
13028 29484633 483 132.60 3039918 21.65
13029 29486624 511 149.39 3039924 21.76
13030 29488146 412 92.93 3039930 21.76
13031 29492208 76 19.69 3039936 21.97
13032 29492239 152 26.78 3039942 21.76
13033 29492912 135 24.92 3039948 21.97
13034 29494851 172 29.49 3039954 21.65
13035 29496409 114 23.10 3039960 21.65
13036 29497077 63 17.91 3039966 21.76
13037 29497807 316 56.81 3039972 21.65
13038 29497892 70 18.93 3039978 21.97
13039 29498517 94 21.50 3039984 21.76
13040 29500548 71 19.06 3039990 21.87
13041 29501692 112 22.94 3039996 21.87
13042 29502985 337 62.30 3040002 21.97
13043 29503514 305 53.88 3040008 21.65
13044 29505232 134 24.82 3040014 21.76
13045 29505474 56 16.76 3040020 21.97
13046 29507056 177 30.25 3040026 21.97
13047 29515360 252 43.42 3040032 21.97
13048 29515412 176 30.09 3040038 21.97
13049 29515842 88 20.96 3040044 21.87
13050 29520185 152 26.78 3040050 21.97
13051 29520251 227 38.83 3040056 21.97
13052 29521083 70 18.93 3040062 21.76
13053 29525017 109 22.70 3040068 21.65
13054 29528647 243 41.74 3040074 21.97
13055 29530318 159 27.66 3040080 21.87
13056 29533476 198 33.69 3040086 21.87
13057 29535234 60 17.43 3040092 21.87
13058 29535651 63 17.91 3040098 21.54
13059 29536589 77 19.81 3040104 21.87
13060 29537853 348 65.64 3040110 21.97
13061 29539973 76 19.69 3040116 21.97
13062 29540462 51 15.86 3040122 21.87
13063 29542081 56 16.76 3040128 21.97
13064 29543456 56 16.76 3040134 21.97
13065 29544299 83 20.46 3040140 21.97
13066 29547527 120 23.58 3040146 21.97
13067 29548155 121 23.66 3040152 21.97
13068 29549958 227 38.83 3040158 21.54
13069 29550393 62 17.75 3040164 21.97
13070 29550525 90 21.14 3040170 21.76
13071 29557195 509 147.97 3040176 21.76
13072 29557518 102 22.15 3040182 21.87
13073 29558773 88 20.96 3040188 21.87
13074 29559946 126 24.09 3040194 22.19
13075 29560307 57 16.93 3040200 21.76
13076 29562023 295 51.75 3040206 22.19
13077 29562116 73 19.32 3040212 21.97
13078 29562426 67 18.51 3040218 21.65
13079 29565188 53 16.22 3040224 21.76
13080 29570466 89 21.05 3040230 21.87
13081 29570581 153 26.90 3040236 21.65
13082 29570849 117 23.34 3040242 21.65
13083 29572782 81 20.25 3040248 21.87
13084 29573876 120 23.58 3040254 21.76
13085 29577936 71 19.06 3040260 21.87
13086 29578246 50 15.67 3040266 21.76
13087 29579589 67 18.51 3040272 21.65
13088 29579785 167 28.76 3040278 21.54
13089 29579977 399 87.30 3040284 21.97
13090 29581670 60 17.43 3040290 21.76
13091 29583738 105 22.39 3040296 21.76
13092 29583823 134 24.82 3040302 21.97
13093 29585705 74 19.44 3040308 21.87
13094 29585848 108 22.63 3040314 21.54
13095 29588035 90 21.14 3040320 21.54
13096 29588295 56 16.76 3040326 21.97
13097 29589851 217 37.04 3040332 21.65
13098 29591006 71 19.06 3040338 21.76
13099 29593031 60 17.43 3040344 21.97
13100 29595131 50 15.67 3040350 21.54
13101 29595852 192 32.67 3040356 21.97
13102 29597629 92 21.32 3040362 21.97
13103 29598783 127 24.18 3040368 21.97
13104 29600652 70 18.93 3040374 21.97
13105 29601887 326 59.13 3040380 21.76
13106 29602113 327 59.28 3040386 21.97
13107 29602457 89 21.05 3040392 21.97
13108 29608115 98 21.83 3040398 21.97
13109 29609281 376 76.43 3040404 21.97
13110 29612575 53 16.22 3040410 22.19
13111 29614189 57 16.93 3040416 21.97
13112 29615670 96 21.67 3040422 21.87
13113 29615877 112 22.94 3040428 21.97
13114 29618083 115 23.18 3040434 21.87
13115 29618369 224 38.29 3040440 21.97
13116 29618447 85 20.67 3040446 21.65
13117 29621659 50 15.67 3040452 21.97
13118 29624948 131 24.54 3040458 21.97
13119 29627776 527 155.96 3040464 21.97
13120 29627785 131 24.54 3040470 21.76
13121 29630984 241 41.39 3040483 21.76
13122 29635628 103 22.23 3040489 21.76
13123 29637825 77 19.81 3040495 21.76
13124 29639502 415 95.00 3040501 21.97
13125 29641945 112 22.94 3040507 21.76
13126 29642828 255 43.96 3040513 21.76
13127 29645144 142 25.64 3040519 21.97
13128 29645903 275 47.73 3040525 21.87
13129 29646168 71 19.06 3040531 21.97
13130 29646396 316 56.81 3040537 21.97
13131 29649843 63 17.91 3040543 21.76
13132 29650668 88 20.96 3040549 21.87
13133 29652575 67 18.51 3040555 22.19
13134 29654067 76 19.69 3040561 21.97
13135 29656004 163 28.20 3040567 21.76
13136 29661635 73 19.32 3040573 21.76
13137 29661920 252 43.42 3040579 21.87
13138 29664692 58 17.10 3040585 21.97
13139 29669224 165 28.48 3040591 21.54
13140 29673780 304 53.73 3040597 21.65
13141 29673868 96 21.67 3040603 21.65
13142 29673962 171 29.34 3040609 21.76
13143 29678177 88 20.96 3040615 21.87
13144 29681003 211 35.96 3040621 21.97
13145 29684675 135 24.92 3040627 21.76
13146 29686941 159 27.66 3040633 21.65
13147 29695890 79 20.03 3040639 21.76
13148 29698213 99 21.91 3040645 21.97
13149 29699814 177 30.25 3040651 21.54
13150 29701000 57 16.93 3040657 21.97
13151 29701879 85 20.67 3040663 21.76
13152 29701907 79 20.03 3040669 21.76
13153 29701980 81 20.25 3040675 21.97
13154 29702920 248 42.69 3040681 21.54
13155 29702978 103 22.23 3040687 21.65
13156 29703708 185 31.51 3040693 21.87
13157 29704718 101 22.08 3040699 21.87
13158 29705027 57 16.93 3040705 21.76
13159 29707169 199 33.86 3040711 21.54
13160 29709046 93 21.41 3040717 21.87
13161 29709600 83 20.46 3040723 21.97
13162 29709705 50 15.67 3040729 21.65
13163 29711163 102 22.15 3040735 21.97
13164 29711320 77 19.81 3040741 21.87
13165 29711791 167 28.76 3040747 21.97
13166 29712486 51 15.86 3040753 21.76
13167 29715663 79 20.03 3040759 21.97
13168 29715746 176 30.09 3040765 21.97
13169 29716743 140 25.42 3040771 21.97
13170 29719047 275 47.73 3040777 21.76
13171 29720513 48 15.29 3040783 21.97
13172 29721673 425 99.48 3040789 21.76
13173 29730225 344 64.67 3040795 21.97
13174 29731228 79 20.03 3040801 21.87
13175 29731914 120 23.58 3040807 21.54
13176 29732124 73 19.32 3040813 21.97
13177 29735530 110 22.78 3040819 21.97
13178 29736239 233 39.92 3040825 21.76
13179 29736534 184 31.36 3040831 21.97
13180 29737192 122 23.75 3040837 21.33
13181 29741797 63 17.91 3040843 21.97
13182 29743069 51 15.86 3040849 21.97
13183 29746433 71 19.06 3040855 21.97
13184 29749355 131 24.54 3040861 21.97
13185 29749842 127 24.18 3040867 21.97
13186 29750111 63 17.91 3040873 21.33
13187 29752649 193 32.84 3040879 21.97
13188 29754416 403 88.99 3040885 21.97
13189 29755423 50 15.67 3040891 21.76
13190 29756484 126 24.09 3040897 21.97
13191 29757149 71 19.06 3040903 21.65
13192 29758398 102 22.15 3040909 21.87
13193 29761246 96 21.67 3040915 21.97
13194 29761832 62 17.75 3040921 21.76
13195 29763857 57 16.93 3040927 21.76
13196 29764262 88 20.96 3040933 21.87
13197 29765646 263 45.37 3040939 21.97
13198 29770638 165 28.48 3040945 21.65
13199 29771055 97 21.75 3040951 21.87
13200 29774153 67 18.51 3040957 21.97
13201 29784318 83 20.46 3040963 21.76
13202 29785605 524 150.73 3040969 21.65
13203 29788354 89 21.05 3040975 21.76
13204 29789622 70 18.93 3040981 21.76
13205 29790605 79 20.03 3040987 21.65
13206 29792877 166 28.62 3040993 21.97
13207 29792984 114 23.10 3040999 21.76
13208 29797273 115 23.18 3041005 21.76
13209 29799796 204 34.73 3041011 21.76
13210 29801946 124 23.92 3041017 21.87
13211 29809517 79 20.03 3041023 21.65
13212 29810475 335 61.77 3041029 21.87
13213 29811096 78 19.92 3041035 21.87
13214 29817631 70 18.93 3041041 21.54
13215 29820908 152 26.78 3041047 21.76
13216 29821028 147 26.19 3041053 21.87
13217 29823049 165 28.48 3041059 21.97
13218 29823827 88 20.96 3041065 21.97
13219 29824322 56 16.76 3041071 21.76
13220 29824427 99 21.91 3041077 21.87
13221 29827428 71 19.06 3041083 21.76
13222 29833372 79 20.03 3041089 21.54
13223 29834235 93 21.41 3041095 21.87
13224 29834454 195 33.17 3041101 21.76
13225 29836025 178 30.40 3041107 21.76
13226 29836794 88 20.96 3041113 21.97
13227 29840535 306 54.23 3041119 21.97
13228 29840689 57 16.93 3041125 21.97
13229 29840716 496 144.49 3041131 21.76
13230 29842030 319 57.64 3041137 21.97
13231 29847418 69 18.79 3041143 21.65
13232 29852382 92 21.32 3041149 21.65
13233 29853064 186 31.68 3041155 21.65
13234 29857051 49 15.48 3041161 21.76
13235 29860030 67 18.51 3041167 21.97
13236 29860397 398 85.63 3041173 21.76
13237 29861513 51 15.86 3041179 21.97
13238 29864419 108 22.63 3041185 21.76
13239 29864846 88 20.96 3041191 21.97
13240 29870135 49 15.48 3041197 21.87
13241 29870159 162 28.06 3041203 21.76
13242 29873847 220 37.58 3041209 22.19
13243 29875013 295 51.75 3041215 21.97
13244 29875235 113 23.02 3041221 22.08
13245 29876273 66 18.36 3041227 21.76
13246 29876424 88 20.96 3041233 21.76
13247 29878449 126 24.09 3041239 21.76
13248 29882079 304 53.73 3041245 21.97
13249 29882906 253 43.55 3041251 21.54
13250 29887184 77 19.81 3041257 21.87
13251 29890912 103 22.23 3041263 21.97
13252 29891411 476 129.76 3041269 21.87
13253 29892045 152 26.78 3041275 21.76
13254 29894330 83 20.46 3041281 22.19
13255 29895712 71 19.06 3041287 21.97
13256 29898174 243 41.74 3041293 21.87
13257 29899561 78 19.92 3041299 21.87
13258 29900847 504 143.61 3041305 21.76
13259 29903504 79 20.03 3041311 21.87
13260 29903964 77 19.81 3041317 21.87
13261 29906935 121 23.66 3041323 21.76
13262 29907001 177 30.25 3041329 21.76
13263 29909595 415 95.00 3041335 21.76
13264 29909997 211 35.96 3041341 21.97
13265 29910126 56 16.76 3041347 21.54
13266 29910688 185 31.51 3041353 21.76
13267 29912082 287 50.23 3041359 22.19
13268 29913106 89 21.05 3041365 21.76
13269 29916545 167 28.76 3041371 21.87
13270 29924102 60 17.43 3041377 21.97
13271 29928110 99 21.91 3041383 21.65
13272 29928472 163 28.20 3041389 21.54
13273 29931162 83 20.46 3041395 21.76
13274 29931416 70 18.93 3041401 21.65
13275 29932066 49 15.48 3041407 21.87
13276 29938298 57 16.93 3041413 21.54
13277 29940749 71 19.06 3041419 21.54
13278 29940756 192 32.67 3041425 21.97
13279 29941729 76 19.69 3041438 21.65
13280 29943762 177 30.25 3041444 21.97
13281 29951983 199 33.86 3041450 21.76
13282 29952154 295 51.75 3041456 21.65
13283 29952888 284 49.41 3041462 21.76
13284 29953192 428 101.58 3041468 21.76
13285 29956831 252 43.42 3041474 21.76
13286 29957171 94 21.50 3041480 21.54
13287 29957755 103 22.23 3041486 21.97
13288 29958409 99 21.91 3041492 21.76
13289 29959941 99 21.91 3041498 21.76
13290 29961411 81 20.25 3041504 21.76
13291 29963075 444 109.09 3041510 21.54
13292 29963831 483 132.60 3041516 21.65
13293 29971144 127 24.18 3041522 21.87
13294 29974398 199 33.86 3041528 22.19
13295 29975055 185 31.51 3041534 22.19
13296 29977090 67 18.51 3041540 21.87
13297 29978506 140 25.42 3041546 21.76
13298 29979950 56 16.76 3041552 21.97
13299 29981760 56 16.76 3041558 21.97
13300 29981942 434 104.89 3041564 21.76
13301 29983588 108 22.63 3041570 21.87
13302 29984174 121 23.66 3041576 21.54
13303 29988036 185 31.51 3041582 21.97
13304 29990983 476 129.76 3041588 21.76
13305 29991152 364 71.71 3041594 21.76
13306 29991661 399 87.30 3041600 21.76
13307 29992491 167 28.76 3041606 21.97
13308 29993887 249 42.85 3041612 21.65
13309 29996867 71 19.06 3041618 21.76
13310 29996979 70 18.93 3041624 21.97
13311 29998735 62 17.75 3041630 21.97
13312 30006863 71 19.06 3041636 21.97
13313 30009762 275 47.73 3041642 21.54
13314 30014557 51 15.86 3041648 21.76
13315 30015111 551 164.56 3041654 21.97
13316 30017337 62 17.75 3041660 21.76
13317 30018903 89 21.05 3041666 21.54
13318 30019144 114 23.10 3041672 21.76
13319 30022129 176 30.09 3041678 21.97
13320 30022622 124 23.92 3041684 21.76
13321 30025575 224 38.29 3041690 21.65
13322 30026545 152 26.78 3041696 21.54
13323 30026864 80 20.14 3041702 21.97
13324 30028428 197 33.52 3041708 21.65
13325 30029975 69 18.79 3041714 21.97
13326 30031113 174 29.79 3041720 21.97
13327 30032660 92 21.32 3041726 21.87
13328 30033203 67 18.51 3041732 21.54
13329 30036173 71 19.06 3041738 21.76
13330 30038490 67 18.51 3041744 21.87
13331 30039591 240 41.21 3041750 21.97
13332 30044705 88 20.96 3041756 21.76
13333 30046412 277 48.09 3041762 21.97
13334 30050351 60 17.43 3041768 21.65
13335 30050828 192 32.67 3041774 21.87
13336 30050942 60 17.43 3041780 21.76
13337 30053060 89 21.05 3041786 21.65
13338 30053445 53 16.22 3041792 21.97
13339 30053625 62 17.75 3041798 21.97
13340 30059340 121 23.66 3041804 21.44
13341 30060469 71 19.06 3041810 21.76
13342 30060659 153 26.90 3041816 21.97
13343 30062398 194 33.00 3041822 21.87
13344 30062786 287 50.23 3041828 21.97
13345 30067976 57 16.93 3041834 21.76
13346 30068740 197 33.52 3041840 21.76
13347 30069680 485 135.76 3041846 21.65
13348 30070172 166 28.62 3041852 21.65
13349 30070428 205 34.91 3041858 21.87
13350 30071541 275 47.73 3041864 21.76
13351 30072146 163 28.20 3041870 22.19
13352 30072651 99 21.91 3041876 21.97
13353 30074970 115 23.18 3041882 21.87
13354 30076046 195 33.17 3041888 21.97
13355 30078168 389 81.58 3041894 21.97
13356 30080407 56 16.76 3041900 21.87
13357 30081520 204 34.73 3041906 22.19
13358 30081885 67 18.51 3041912 21.65
13359 30081979 463 119.23 3041918 21.97
13360 30084187 62 17.75 3041924 21.44
13361 30088050 79 20.03 3041930 21.54
13362 30089172 138 25.22 3041936 21.65
13363 30090797 63 17.91 3041942 21.87
13364 30090974 67 18.51 3041948 21.65
13365 30091622 106 22.47 3041954 21.76
13366 30091857 307 54.48 3041960 21.76
13367 30092147 120 23.58 3041966 21.76
13368 30092767 56 16.76 3041972 21.97
13369 30093017 172 29.49 3041978 21.97
13370 30093637 51 15.86 3041984 21.65
13371 30093670 312 55.68 3041990 21.97
13372 30094346 83 20.46 3041996 21.97
13373 30094458 135 24.92 3042002 21.97
13374 30097957 307 54.48 3042008 21.97
13375 30100493 192 32.67 3042014 21.76
13376 30102463 237 40.69 3042020 21.97
13377 30103051 69 18.79 3042026 21.76
13378 30103081 63 17.91 3042032 21.65
13379 30105776 73 19.32 3042038 21.76
13380 30106420 134 24.82 3042044 21.97
13381 30107697 135 24.92 3042050 22.19
13382 30108020 97 21.75 3042056 21.76
13383 30109162 54 16.41 3042062 21.87
13384 30111746 56 16.76 3042068 21.97
13385 30112930 120 23.58 3042074 21.87
13386 30114276 185 31.51 3042080 21.76
13387 30114660 440 109.25 3042086 21.87
13388 30115085 79 20.03 3042092 21.54
13389 30117217 207 35.26 3042098 21.54
13390 30120117 591 188.65 3042104 22.19
13391 30120626 71 19.06 3042110 21.87
13392 30128278 71 19.06 3042116 22.19
13393 30128463 79 20.03 3042122 21.76
13394 30128529 297 52.13 3042128 21.76
13395 30135540 124 23.92 3042134 21.65
13396 30138509 172 29.49 3042140 21.97
13397 30139705 185 31.51 3042146 21.97
13398 30142616 63 17.91 3042152 21.97
13399 30146367 56 16.76 3042158 22.19
13400 30148225 126 24.09 3042164 21.97
13401 30154642 376 76.43 3042170 21.97
13402 30155194 89 21.05 3042176 21.76
13403 30156211 103 22.23 3042182 21.65
13404 30158196 50 15.67 3042188 21.97
13405 30160379 259 44.69 3042194 21.87
13406 30160700 83 20.46 3042200 21.97
13407 30161782 56 16.76 3042206 21.97
13408 30162637 376 76.43 3042212 22.19
13409 30166674 508 144.95 3042218 21.76
13410 30167291 271 46.93 3042224 21.87
13411 30168576 88 20.96 3042230 21.87
13412 30172051 56 16.76 3042236 21.97
13413 30172257 198 33.69 3042242 22.19
13414 30176743 167 28.76 3042248 21.76
13415 30178030 90 21.14 3042254 21.76
13416 30178748 103 22.23 3042260 21.65
13417 30181996 120 23.58 3042266 21.65
13418 30183174 96 21.67 3042272 21.97
13419 30184846 395 84.48 3042278 22.08
13420 30186094 269 46.58 3042284 21.97
13421 30186690 110 22.78 3042290 21.76
13422 30188280 62 17.75 3042296 21.76
13423 30192498 51 15.86 3042302 21.97
13424 30194704 368 72.93 3042308 21.87
13425 30195143 371 73.82 3042314 21.87
13426 30198348 83 20.46 3042320 21.76
13427 30199100 88 20.96 3042326 21.65
13428 30200323 51 15.86 3042332 21.76
13429 30203848 121 23.66 3042338 21.97
13430 30204136 174 29.79 3042344 21.76
13431 30206157 206 35.07 3042350 21.76
13432 30207160 222 37.96 3042356 21.65
13433 30208373 185 31.51 3042362 21.54
13434 30211405 103 22.23 3042368 21.65
13435 30214754 82 20.36 3042374 21.76
13436 30216169 124 23.92 3042380 21.76
13437 30217811 60 17.43 3042386 21.97
13438 30221581 112 22.94 3042392 21.97
13439 30224105 120 23.58 3042398 21.54
13440 30224263 188 32.01 3042404 21.76
13441 30224274 353 67.64 3042410 21.97
13442 30224764 114 23.10 3042420 21.97
13443 30224903 158 27.53 3042426 21.87
13444 30228064 63 17.91 3042432 22.19
13445 30228421 70 18.93 3042438 21.87
13446 30231411 147 26.19 3042444 21.97
13447 30233084 283 49.24 3042450 21.54
13448 30234146 512 144.44 3042456 21.76
13449 30235722 67 18.51 3042461 21.97
13450 30237180 96 21.67 3042467 22.19
13451 30244163 112 22.94 3042473 21.97
13452 30245667 364 71.71 3042479 21.97
13453 30247885 51 15.86 3042485 21.97
13454 30248156 231 39.55 3042491 21.97
13455 30248768 216 36.85 3042497 21.97
13456 30252047 79 20.03 3042503 21.97
13457 30254239 67 18.51 3042509 21.97
13458 30254446 108 22.63 3042515 21.97
13459 30255076 227 38.83 3042521 21.54
13460 30257088 159 27.66 3042527 21.97
13461 30257134 57 16.93 3042533 21.76
13462 30260313 50 15.67 3042539 21.97
13463 30260722 89 21.05 3042545 22.19
13464 30266652 99 21.91 3042551 21.97
13465 30266984 50 15.67 3042557 22.19
13466 30268475 131 24.54 3042563 21.97
13467 30274616 102 22.15 3042569 21.76
13468 30275364 131 24.54 3042575 21.76
13469 30276743 192 32.67 3042581 21.97
13470 30276970 194 33.00 3042587 21.97
13471 30277145 115 23.18 3042593 21.87
13472 30277233 127 24.18 3042599 21.76
13473 30278071 199 33.86 3042605 21.76
13474 30279603 56 16.76 3042611 21.76
13475 30280477 167 28.76 3042617 21.76
13476 30281294 69 18.79 3042623 21.76
13477 30285241 95 21.58 3042629 21.65
13478 30286301 287 50.23 3042635 21.97
13479 30290805 103 22.23 3042641 21.97
13480 30291345 56 16.76 3042647 21.97
13481 30291809 263 45.37 3042653 21.97
13482 30292249 255 43.96 3042659 21.97
13483 30294243 56 16.76 3042665 21.76
13484 30294806 50 15.67 3042671 21.97
13485 30296083 49 15.48 3042677 21.54
13486 30298347 75 19.57 3042683 22.19
13487 30299304 110 22.78 3042689 21.97
13488 30300328 120 23.58 3042695 21.97
13489 30301457 83 20.46 3042701 21.97
13490 30301870 93 21.41 3042707 22.19
13491 30304229 62 17.75 3042713 21.76
13492 30308818 224 38.29 3042719 21.97
13493 30311942 91 21.23 3042725 21.97
13494 30313250 62 17.75 3042731 21.97
13495 30315208 56 16.76 3042737 21.97
13496 30317339 60 17.43 3042743 21.97
13497 30318508 127 24.18 3042749 21.97
13498 30319180 79 20.03 3042755 21.97
13499 30319714 178 30.40 3042761 21.97
13500 30321389 48 15.29 3042767 22.19
13501 30325231 51 15.86 3042773 21.76
13502 30326385 263 45.37 3042779 22.19
13503 30326663 153 26.90 3042785 21.97
13504 30327951 77 19.81 3042791 21.76
13505 30328570 134 24.82 3042797 22.19
13506 30328802 63 17.91 3042803 21.97
13507 30332588 60 17.43 3042809 21.76
13508 30333860 487 132.65 3042815 21.76
13509 30335640 49 15.48 3042821 21.65
13510 30339776 71 19.06 3042827 21.97
13511 30340648 141 25.53 3042833 21.97
13512 30341255 124 23.92 3042839 21.97
13513 30341782 240 41.21 3042845 21.97
13514 30347156 513 148.53 3042851 21.54
13515 30349725 345 64.98 3042857 21.76
13516 30350898 83 20.46 3042863 21.97
13517 30351669 83 20.46 3042869 21.54
13518 30353416 455 117.03 3042875 21.97
13519 30353839 112 22.94 3042881 21.65
13520 30354580 179 30.55 3042887 21.97
13521 30354955 92 21.32 3042893 21.97
13522 30356257 60 17.43 3042899 21.97
13523 30356935 108 22.63 3042905 21.76
13524 30357316 236 40.44 3042911 21.65
13525 30357956 147 26.19 3042917 21.97
13526 30358771 98 21.83 3042923 21.97
13527 30359549 88 20.96 3042929 21.65
13528 30359769 172 29.49 3042935 21.97
13529 30359946 102 22.15 3042941 21.97
13530 30360704 79 20.03 3042947 21.76
13531 30362689 88 20.96 3042953 21.76
13532 30364745 76 19.69 3042959 22.19
13533 30364770 135 24.92 3042965 22.19
13534 30365421 131 24.54 3042971 21.76
13535 30365922 172 29.49 3042977 21.97
13536 30367055 99 21.91 3042983 21.87
13537 30369361 88 20.96 3042989 22.19
13538 30374367 206 35.07 3042995 21.97
13539 30375203 108 22.63 3043001 21.97
13540 30375747 172 29.49 3043007 21.97
13541 30375795 62 17.75 3043013 21.97
13542 30376648 49 15.48 3043019 22.19
13543 30376699 159 27.66 3043025 22.19
13544 30378051 255 43.96 3043031 21.97
13545 30378348 89 21.05 3043037 21.97
13546 30378925 103 22.23 3043043 21.76
13547 30380195 66 18.36 3043049 21.76
13548 30383674 99 21.91 3043055 22.19
13549 30388913 177 30.25 3043061 21.87
13550 30391980 81 20.25 3043067 21.97
13551 30394337 419 97.20 3043073 21.76
13552 30395034 174 29.79 3043079 21.76
13553 30400623 319 57.64 3043085 21.87
13554 30404582 79 20.03 3043091 21.97
13555 30404913 285 49.78 3043097 21.97
13556 30410364 108 22.63 3043103 21.97
13557 30412301 339 62.98 3043109 22.19
13558 30416413 100 22.00 3043115 21.76
13559 30420773 96 21.67 3043121 21.54
13560 30422175 94 21.50 3043127 21.97
13561 30422614 49 15.48 3043133 21.97
13562 30422760 583 201.26 3043139 21.97
13563 30422779 270 46.71 3043145 21.54
13564 30423087 98 21.83 3043151 21.76
13565 30426570 66 18.36 3043157 21.87
13566 30426647 67 18.51 3043163 21.97
13567 30427362 117 23.34 3043169 21.97
13568 30431861 176 30.09 3043175 21.65
13569 30434834 384 80.08 3043181 21.97
13570 30435289 265 45.75 3043187 21.97
13571 30438074 156 27.28 3043193 21.87
13572 30440805 204 34.73 3043199 21.97
13573 30441542 291 50.97 3043205 21.87
13574 30449062 79 20.03 3043211 21.76
13575 30451262 435 104.92 3043217 21.76
13576 30454198 198 33.69 3043223 21.76
13577 30454244 112 22.94 3043229 21.87
13578 30456426 181 30.87 3043235 22.19
13579 30457154 152 26.78 3043241 21.97
13580 30461809 371 73.82 3043247 21.54
13581 30463508 71 19.06 3043253 21.76
13582 30463619 63 17.91 3043259 21.87
13583 30464570 77 19.81 3043265 21.76
13584 30469114 76 19.69 3043271 21.97
